url,is_blog,qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_and_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,length_url,email_in_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_slash_domain,qty_questionmark_domain,qty_equal_domain,qty_at_domain,qty_and_domain,qty_exclamation_domain,qty_space_domain,qty_tilde_domain,qty_comma_domain,qty_plus_domain,qty_asterisk_domain,qty_hashtag_domain,qty_dollar_domain,qty_percent_domain,length_domain,in_ip_domain,server_client_domain,qty_dot_path,qty_hyphen_path,qty_underline_path,qty_slash_path,qty_questionmark_path,qty_equal_path,qty_at_path,qty_and_path,qty_exclamation_path,qty_space_path,qty_tilde_path,qty_comma_path,qty_plus_path,qty_asterisk_path,qty_hashtag_path,qty_dollar_path,qty_percent_path,length_path,qty_dot_query,qty_hyphen_query,qty_underline_query,qty_slash_query,qty_questionmark_query,qty_equal_query,qty_at_query,qty_and_query,qty_exclamation_query,qty_space_query,qty_tilde_query,qty_comma_query,qty_plus_query,qty_asterisk_query,qty_hashtag_query,qty_dollar_query,qty_percent_query,length_query,qty_elements_query,tdl_present_query,qty_dot_fragment,qty_hyphen_fragment,qty_underline_fragment,qty_slash_fragment,qty_questionmark_fragment,qty_equal_fragment,qty_at_fragment,qty_and_fragment,qty_exclamation_fragment,qty_space_fragment,qty_tilde_fragment,qty_comma_fragment,qty_plus_fragment,qty_asterisk_fragment,qty_hashtag_fragment,qty_dollar_fragment,qty_percent_fragment,length_fragment
https://fight-oh.blogspot.com/2019/12/december-20th-at-random.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2019/12/durian-chocolate.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/02/saturday-9-feb-20th-ed.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/02/recently-purchased-books.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/07/feeling-appreciated.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/07/trust-no-one.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/06/first-week-in-school-after-lessons.html,1,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/06/proud-to-be-f6-student.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/05/on-off.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/05/accidental-record.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/05/lazy-monday.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://paperbacktomes.wordpress.com/2020/09/20/chens-songs-as-book-covers/,1,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2019/12/of-old-posts-old-fandoms.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2019/12/some-blog-stuff.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2019/12/if-i-can-do-it-now-ill-do-it-now.html,1,3,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/02/name.html,1,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/02/feb-15th-at-random.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/02/saturday-9-feb-13rd-ed.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/01/oh-look-february-is-come.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/01/saturday-six-jan-30th-ed.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/06/know-what-you-want.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/06/first-day-in-school-f6.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/06/random-ness.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/04/friend-kurosagi-form-6.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/05/i-hear-thunder.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/05/first-saturday-of-may.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://paperbacktomes.wordpress.com/2020/09/16/five-poems-of-my-favorite-poet/,1,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2019/12/not-excited-for-christmas.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2019/12/me-on-14-dec-2019.html,1,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2019/12/worrier.html,1,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/01/meme-friday-frustrations-semester-2-so.html,1,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/01/lazy-lazy-land.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/01/me-not-me.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2010/01/headache-please-go-away.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/03/13-march-spm-results.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/02/thought-on-otoko.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/02/some-endings.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2006/01/nobuta-power-enter.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2005/12/black-christmas.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/04/doing-online-quizzes-again.html,1,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/04/i-want-some.html,1,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://fight-oh.blogspot.com/2021/04/more-books.html,1,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://paperbacktomes.wordpress.com/2020/10/02/funtastic-friday/,1,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
